loc,cbo,dit,fanIn,fanOut,lcom,noc,rfc,wmc,numberOfAttributes,numberOfAttributesInherited,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,numberOfVersionsUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bug
22,4,1,1,3,3,0,12,7,0,0,3,9,0,0,0,3,8,0,2,10,4,1.25,14,4,1.75,-4,3,-0.5,139.571,84.6429,0
57,9,3,1,8,6,0,27,13,2,4,4,43,2,0,0,4,5,0,2,7,4,1.4,8,5,1.6,-1,0,-0.2,32.7143,9.4898,1
113,13,2,1,12,78,0,55,24,6,0,13,29,5,7,0,4,29,0,9,538,108,18.5517,314,61,10.8276,224,106,7.7241399999999985,335.286,204.206,1
198,11,1,1,10,36,0,65,66,2,12,9,11,0,3,2,5,65,0,7,1096,168,16.8615,858,168,13.2,238,43,3.66154,367.0,134.997,0
22,0,3,0,0,3,0,3,11,0,19,3,76,0,0,0,1,5,1,2,25,9,5.0,8,5,1.6,17,8,3.4,184.857,53.2171,0
82,12,1,3,10,21,0,28,11,4,0,7,0,4,0,0,2,17,3,1,126,23,7.411760000000001,397,326,23.3529,-271,22,-15.9412,52.4286,10.4875,0
71,11,2,1,10,0,1,34,2,0,1,1,4,0,0,0,0,6,0,2,26,12,4.33333,22,11,3.66667,4,2,0.666667,32.7143,9.14286,1
64,12,6,6,7,105,2,28,22,5,5,15,108,5,0,0,12,12,0,5,383,165,31.9167,32,13,2.66667,351,165,29.25,151.143,10.7885,0
38,4,1,2,2,21,0,18,12,3,0,7,6,3,0,0,7,9,0,4,51,21,5.66667,24,15,2.66667,27,21,3.0,201.286,47.1204,0
73,11,2,4,7,10,0,25,22,2,1,5,10,2,1,0,4,5,0,3,44,22,8.8,17,11,3.4,27,17,5.4,117.429,36.8799,0
24,6,2,1,5,6,0,14,4,1,0,4,28,0,1,0,1,6,0,4,12,8,2.0,18,12,3.0,-6,0,-1.0,77.1429,31.1429,0
56,8,1,0,8,1,0,18,2,0,0,2,9,0,1,0,1,4,0,2,122,101,30.5,102,101,25.5,20,16,5.0,90.5714,10.959,0
58,7,2,0,7,6,0,29,17,0,2,4,9,0,1,0,1,8,0,3,127,48,15.875,34,17,4.25,93,48,11.625,158.143,18.2104,0
102,7,2,1,6,10,0,68,26,1,0,5,45,0,1,1,3,5,1,1,29,12,5.8,29,12,5.8,0,0,0.0,103.714,4.53695,0
2262,13,1,0,13,351,0,368,449,45,131,27,8,40,24,5,3,43,0,8,888,445,20.6512,427,216,9.93023,461,229,10.7209,262.0,102.345,0
10,1,1,0,1,0,0,4,3,0,0,1,0,0,0,0,1,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,32.1429,9.08571,0
81,14,7,3,13,91,1,59,23,0,69,14,229,0,0,0,11,45,0,7,337,78,7.48889,213,78,4.7333300000000005,124,35,2.75556,367.0,122.181,1
31,7,1,4,3,28,0,18,8,1,0,8,7,0,0,0,6,12,0,6,116,86,9.66667,127,95,10.5833,-11,0,-0.916667,239.143,24.7007,1
54,3,1,0,3,6,0,25,17,2,7,4,31,2,0,0,4,17,0,3,186,110,10.9412,185,110,10.8824,1,110,0.058824,97.1429,13.8733,0
39,8,3,1,7,6,0,20,10,3,4,4,43,2,0,0,4,3,0,2,6,5,2.0,6,5,2.0,0,0,0.0,32.7143,3.5714300000000003,0
9,3,1,3,0,3,0,4,4,7,0,3,8,0,0,7,3,2,0,2,1,1,0.5,6,6,3.0,-5,0,-2.5,14.5714,5.0,0
57,7,1,1,6,21,0,21,17,5,0,7,26,5,1,0,5,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0
3,0,1,0,0,0,0,2,1,2,0,1,0,1,0,1,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0
22,3,4,1,2,6,3,9,4,0,7,4,36,0,0,0,2,5,0,3,20,11,4.0,16,9,3.2,4,2,0.8,109.286,49.9,0
9,2,2,1,1,6,0,5,3,0,0,4,22,0,0,0,1,4,0,2,9,6,2.25,9,6,2.25,0,0,0.0,32.7143,5.3968300000000005,0
21,3,5,1,2,21,0,11,7,1,110,7,409,1,0,0,7,9,0,2,118,75,13.1111,120,75,13.3333,-2,75,-0.222222,59.2857,0.784504,0
20,2,1,0,2,1,0,6,8,1,0,2,18,1,0,0,2,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,43.8571,20.8,0
77,4,1,1,3,10,0,23,18,7,0,5,6,7,2,0,3,2,0,2,2,2,1.0,6,6,3.0,-4,0,-2.0,111.714,77.5714,1
50,16,1,2,14,6,0,27,5,1,0,4,9,1,1,0,3,9,0,2,46,26,5.11111,29,12,3.22222,17,14,1.88889,46.5714,10.8261,0
256,6,1,1,5,190,0,38,47,16,0,20,9,0,0,4,15,4,0,4,65,46,16.25,27,18,6.75,38,38,9.5,264.857,227.662,0
9,1,2,0,1,1,23,4,4,0,5,2,12,0,0,0,1,6,1,3,20,10,3.33333,28,18,4.66667,-8,7,-1.33333,128.286,28.5714,0
378,20,1,2,19,171,0,135,57,27,0,19,0,23,14,0,4,34,0,4,1678,563,49.3529,567,132,16.6765,1111,563,32.6765,154.857,9.12728,0
582,46,1,9,37,528,2,273,139,9,0,33,6,2,7,0,6,16,0,3,325,100,20.3125,240,110,15.0,85,72,5.3125,128.143,85.4026,1
290,22,1,3,19,105,0,124,82,0,0,15,6,0,0,0,4,13,0,3,274,153,21.0769,168,109,12.9231,106,125,8.15385,112.0,31.1548,0
46,3,1,0,3,1,0,14,6,0,0,2,6,0,1,0,1,3,0,3,40,37,13.3333,8,8,2.66667,32,37,10.6667,70.0,2.82143,0
95,10,1,0,10,3,0,56,20,3,0,3,0,3,1,0,2,39,0,3,281,98,7.2051300000000005,245,37,6.28205,36,61,0.923077,139.429,40.9451,0
32,3,1,1,2,36,0,20,10,1,0,9,11,0,0,1,9,5,0,2,16,7,3.2,11,6,2.2,5,4,1.0,46.0,9.5625,0
414,22,5,2,20,36,2,153,117,2,392,9,93,0,0,2,9,115,0,11,2006,339,17.4435,1814,339,15.7739,192,68,1.66957,367.0,110.401,1
115,11,1,0,11,55,0,60,28,5,0,11,0,5,4,0,7,53,0,8,603,82,11.3774,585,93,11.0377,18,53,0.339623,335.286,140.25799999999998,1
18,1,2,1,0,15,0,6,6,0,0,6,56,0,0,0,5,9,0,6,49,14,5.44444,30,9,3.33333,19,10,2.11111,227.429,88.0379,0
120,21,6,3,19,78,1,67,34,0,69,13,216,0,0,0,10,61,0,7,450,77,7.37705,285,77,4.67213,165,35,2.70492,367.0,110.808,0
15,3,3,1,2,3,0,9,5,1,58,3,37,0,0,0,0,3,0,1,2,1,0.666667,2,1,0.666667,0,0,0.0,168.857,56.0,0
3,0,1,0,0,0,0,2,1,24,0,1,0,1,0,23,1,2,0,1,0,0,0.0,2,2,1.0,-2,0,-1.0,14.8571,0.0,0
26,9,2,3,6,21,1,20,9,1,0,7,39,0,0,1,6,3,0,2,5,3,1.66667,7,3,2.33333,-2,0,-0.666667,70.1429,24.2571,1
79,15,5,4,11,91,0,55,25,2,18,14,211,2,0,0,14,18,0,5,469,168,26.0556,101,16,5.61111,368,168,20.4444,151.143,19.3119,0
96,9,1,0,9,28,0,51,21,3,0,8,0,3,1,0,7,6,0,2,25,15,4.16667,20,15,3.33333,5,3,0.833333,30.8571,8.24571,0
3,0,1,0,0,0,0,1,1,0,0,1,10,0,0,0,1,2,0,2,2,2,1.0,2,2,1.0,0,0,0.0,184.857,92.7143,0
96,10,2,1,9,55,0,40,14,7,0,11,28,6,6,0,3,13,0,4,394,114,30.3077,139,84,10.6923,255,109,19.6154,147.0,45.653,1
45,52,1,50,2,36,2,15,13,4,0,9,18,0,0,0,8,5,0,2,24,14,4.8,7,5,1.4,17,13,3.4,32.7143,18.119,0
15,2,1,2,0,10,0,8,5,3,0,5,0,1,0,0,5,15,0,2,76,24,5.0666699999999985,102,49,6.8,-26,23,-1.73333,92.4286,37.782,0
8,1,1,1,0,1,0,4,2,1,0,2,0,1,0,0,2,8,0,2,16,4,2.0,13,4,1.625,3,3,0.375,93.0,47.9107,0
66,6,1,1,5,15,2,32,18,3,0,6,0,2,1,0,4,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,3.5714300000000003,0.0,0
33,4,1,0,4,0,0,17,4,1,0,1,10,1,0,0,1,4,0,2,8,4,2.0,5,3,1.25,3,3,0.75,43.5714,13.5179,0
90,28,2,20,9,55,0,54,28,5,0,11,39,5,0,0,10,27,0,9,352,113,13.037,216,51,8.0,136,68,5.03704,368.143,127.543,0
195,17,1,6,11,36,0,112,47,2,0,9,6,2,5,0,4,37,0,9,415,64,11.2162,206,52,5.56757,209,47,5.64865,300.0,159.309,1
3,0,1,0,0,0,0,2,1,3,0,1,0,1,0,2,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.8571,0.0,0
56,11,1,1,10,15,0,42,17,8,0,6,9,8,4,0,2,3,0,2,12,7,4.0,8,8,2.66667,4,7,1.33333,65.0,38.4286,0
230,10,1,2,8,300,0,77,55,20,0,25,6,20,1,0,24,6,0,3,132,118,22.0,168,148,28.0,-36,2,-6.0,110.857,70.2013,1
68,9,2,1,8,10,1,42,11,5,11,5,33,5,0,0,3,11,0,3,203,121,18.4545,224,121,20.3636,-21,11,-1.90909,90.5714,12.6594,0
105,14,1,1,13,6,0,56,44,1,0,4,6,1,2,0,2,13,0,5,143,83,11.0,66,40,5.0769199999999985,77,69,5.9230800000000015,118.143,15.3197,0
64,11,4,6,6,15,0,18,18,2,49,6,148,0,0,2,2,50,0,8,271,42,5.42,217,42,4.34,54,27,1.08,367.0,128.63299999999998,0
6,1,1,0,1,0,0,4,1,0,0,1,0,0,0,0,0,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,9.0,0.285714,1
17,5,1,1,4,1,0,11,3,0,0,2,0,0,0,0,2,12,0,6,35,10,2.91667,24,6,2.0,11,10,0.916667,228.0,74.551,0
11,2,2,1,1,3,0,4,3,1,68,3,33,0,0,0,2,7,0,4,9,4,1.28571,9,4,1.28571,0,0,0.0,248.571,67.7302,0
4,2,1,1,1,1,0,5,1,0,0,2,10,0,0,0,2,6,0,2,7,4,1.16667,8,4,1.33333,-1,3,-0.166667,90.7143,58.6531,0
37,3,2,1,3,10,0,12,7,4,0,5,13,0,0,4,5,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0
220,12,2,5,7,231,0,87,62,10,1,22,11,9,3,0,14,5,0,1,75,43,15.0,87,38,17.4,-12,9,-2.4,49.4286,8.607619999999999,0
71,8,1,2,7,36,0,42,23,4,0,9,11,4,1,0,8,25,0,8,190,65,7.6,137,45,5.48,53,22,2.12,294.857,111.928,0
9,2,1,1,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,0
128,17,3,3,14,78,0,71,58,4,3,13,48,4,0,0,10,20,0,3,394,146,19.7,85,27,4.25,309,146,15.45,180.0,10.7237,1
61,8,1,0,8,6,0,27,14,0,0,4,9,0,3,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,234.71400000000003,0.0,0
12,1,4,1,0,6,0,4,4,2,8,4,47,0,0,0,2,4,0,2,7,4,1.75,7,4,1.75,0,3,0.0,92.4286,60.1428,0
10,6,3,4,2,1,0,4,2,1,1,2,16,0,0,1,2,4,0,2,24,17,6.0,6,4,1.5,18,17,4.5,44.8571,37.256,0
42,11,1,0,11,0,0,22,2,2,0,1,9,2,0,0,1,4,0,1,26,13,6.5,17,10,4.25,9,7,2.25,32.2857,2.52747,0
27,3,3,1,2,3,0,7,8,1,3,3,17,0,1,1,1,27,0,5,152,42,5.6296300000000015,182,32,6.74074,-30,41,-1.11111,367.0,62.4445,0
70,4,1,2,2,66,0,28,32,6,0,12,18,6,0,0,12,9,0,2,189,162,21.0,206,179,22.8889,-17,7,-1.88889,110.714,24.5745,0
33,4,3,1,3,6,0,9,7,5,1,4,31,5,0,0,4,5,0,2,144,82,28.8,1,1,0.2,143,82,28.6,228.857,59.0307,0
17,3,1,1,2,6,0,9,5,2,14,4,11,0,0,2,4,20,0,4,187,89,9.35,179,89,8.95,8,6,0.4,367.0,47.6921,0
21,147,1,145,2,21,0,15,7,0,0,7,9,0,0,0,7,34,0,3,266,108,7.82353,445,197,13.0882,-179,27,-5.26471,49.1429,5.40333,0
115,3,1,1,3,21,0,39,22,2,0,7,0,2,3,0,4,5,0,3,60,47,12.0,56,50,11.2,4,6,0.8,151.143,95.1357,0
30,2,3,1,1,6,0,5,6,2,1,4,13,2,0,0,3,10,1,6,39,12,3.9,34,12,3.4,5,5,0.5,227.0,92.3993,0
144,12,1,8,4,55,0,37,41,4,0,11,16,0,2,4,9,6,0,4,48,25,8.0,22,15,3.66667,26,16,4.33333,205.857,51.9851,0
108,11,2,2,9,45,0,51,34,8,0,10,18,0,0,8,9,41,0,8,535,87,13.0488,363,87,8.853660000000003,172,41,4.195119999999998,329.0,80.2275,0
510,15,1,0,15,300,0,211,106,51,0,25,16,51,9,0,16,21,1,3,99,32,4.71429,83,28,3.95238,16,6,0.761905,91.1429,17.2872,0
185,24,7,3,21,741,2,92,84,6,2,39,101,6,0,0,37,31,0,5,312,74,10.0645,269,53,8.67742,43,21,1.3871,227.429,73.7633,0
0,1,1,1,0,0,0,1,0,0,0,1,7,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
26,6,1,4,2,6,3,10,6,2,0,4,0,0,0,2,3,6,0,2,184,82,30.6667,22,17,3.66667,162,82,27.0,61.1429,3.62811,0
866,35,4,19,20,1275,1,296,256,10,49,51,151,2,0,8,46,184,0,10,4159,756,22.6033,2077,203,11.288,2082,756,11.3152,230.857,48.756,1
20,5,1,3,2,6,0,10,6,3,0,4,18,0,0,1,4,16,0,7,331,145,20.6875,216,102,13.5,115,65,7.1875,242.143,20.4074,1
10,3,1,3,0,3,0,3,3,3,0,3,18,3,0,0,3,6,0,2,10,5,1.66667,9,4,1.5,1,4,0.166667,93.2857,41.2714,0
24,4,1,2,3,15,7,13,7,3,5,6,13,0,0,0,5,31,0,7,149,28,4.80645,153,28,4.93548,-4,14,-0.12903199999999998,334.571,64.9636,0
73,3,1,1,2,231,0,28,26,11,0,22,7,8,0,3,14,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,162.143,51.1429,0
15,1,1,0,1,10,0,9,5,1,0,5,9,1,0,0,5,3,1,1,0,0,0.0,0,0,0.0,0,0,0.0,164.0,0.0,0
30,11,1,8,3,66,3,25,12,3,0,12,18,2,0,0,11,3,0,3,9,6,3.0,14,8,4.66667,-5,1,-1.66667,170.143,51.0794,0
30,2,2,1,1,15,0,13,9,3,1,6,12,0,0,0,6,30,0,4,187,54,6.2333300000000005,179,54,5.96667,8,4,0.266667,367.0,38.0183,0
9,2,1,1,1,1,0,3,3,0,0,2,0,0,0,0,2,2,0,2,1,1,0.5,1,1,0.5,0,0,0.0,94.4286,60.2857,0
639,39,1,3,36,351,2,248,171,20,0,27,10,1,0,1,2,150,0,11,2422,411,16.1467,1764,411,11.76,658,151,4.38667,329.0,135.043,1
33,7,1,3,4,6,2,9,4,1,0,4,9,0,0,1,2,5,1,3,15,9,3.0,5,2,1.0,10,7,2.0,45.8571,7.92381,0
104,13,2,2,11,105,0,39,19,7,1,15,33,7,1,0,13,23,0,3,243,66,10.5652,183,70,7.9565199999999985,60,57,2.6087,46.0,3.09053,0
121,9,2,5,5,153,0,61,31,8,95,18,68,5,0,0,8,46,0,8,785,183,17.0652,377,183,8.19565,408,121,8.86956,333.1430000000001,85.287,0
63,14,2,0,14,66,0,44,18,0,0,12,31,0,0,0,12,24,0,2,96,23,4.0,92,32,3.83333,4,14,0.166667,90.4286,43.3021,0
64,14,1,0,14,3,0,32,13,1,0,3,9,1,0,0,3,22,0,2,48,7,2.18182,41,7,1.86364,7,4,0.318182,92.0,30.2321,0
83,8,5,2,6,66,0,41,17,4,1,12,78,4,0,0,12,6,0,4,49,21,8.16667,29,17,4.83333,20,19,3.33333,144.857,86.6939,1
12,6,2,6,0,3,0,3,3,2,1,3,28,2,0,0,3,3,0,1,65,65,21.6667,65,65,21.6667,0,65,0.0,23.0,0.0,0
55,15,1,6,10,21,0,26,15,3,0,7,51,3,2,0,5,26,0,2,668,419,25.6923,442,263,17.0,226,156,8.69231,47.1429,1.59752,0
59,8,3,1,7,10,0,31,15,1,0,5,21,1,1,0,1,29,1,6,184,35,6.34483,223,41,7.689660000000001,-39,30,-1.34483,227.429,64.1933,1
8,4,2,1,3,1,0,5,2,1,0,2,13,1,0,0,2,5,0,2,10,7,2.0,10,6,2.0,0,1,0.0,32.7143,3.94286,0
0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0
223,15,2,2,13,15,1,104,46,4,18,6,62,0,0,4,2,35,0,7,215,50,6.14286,148,46,4.22857,67,41,1.91429,281.143,35.0671,1
89,18,4,1,17,190,0,57,25,2,5,20,78,2,1,0,10,30,0,6,199,41,6.63333,107,34,3.56667,92,33,3.06667,191.143,58.7078,0
23,4,1,1,3,15,0,14,12,1,0,6,12,1,0,0,6,4,1,2,43,21,10.75,6,5,1.5,37,21,9.25,145.0,10.4851,0
4,1,1,1,0,0,1,1,1,2,0,1,18,0,0,2,1,5,0,3,35,14,7.0,64,51,12.8,-29,8,-5.8,368.143,113.457,0
20,4,3,0,4,3,7,12,4,0,0,3,67,0,0,0,2,19,0,5,182,41,9.57895,158,69,8.31579,24,25,1.26316,272.857,86.0306,1
59,4,7,1,3,66,0,30,18,2,158,12,523,2,0,0,12,9,0,2,233,160,25.8889,255,160,28.3333,-22,160,-2.44444,59.2857,0.896383,0
78,2,1,0,2,15,0,29,15,2,0,6,9,1,3,0,3,19,0,2,136,28,7.157889999999999,89,14,4.68421,47,22,2.47368,47.5714,14.2994,0
145,2,1,1,1,820,0,45,41,1,0,41,8,1,0,0,41,10,0,4,42,20,4.2,51,32,5.1,-9,1,-0.9,245.571,18.2007,0
130,7,1,2,6,28,0,71,44,2,0,8,7,1,2,1,5,26,0,3,1624,335,62.4615,881,340,33.8846,743,335,28.5769,180.0,39.1218,0
87,6,4,2,4,78,0,46,23,4,96,13,88,2,0,0,3,30,0,5,535,142,17.8333,74,13,2.46667,461,142,15.3667,226.0,3.2259,0
42,0,1,0,0,91,0,14,14,0,0,14,22,0,0,0,14,21,0,8,269,195,12.8095,229,194,10.9048,40,14,1.90476,325.857,146.125,0
12,2,6,0,2,3,0,6,3,0,0,3,20,0,0,0,3,2,1,2,3,3,1.5,4,4,2.0,-1,0,-0.5,95.5714,58.5714,0
253,53,1,29,26,105,0,132,57,1,0,15,9,0,4,0,11,148,4,3,2169,424,14.6554,2000,391,13.5135,169,128,1.14189,118.714,49.7209,0
54,15,1,7,8,78,0,37,14,1,0,13,8,1,0,0,13,183,0,10,6101,979,33.3388,5117,928,27.9617,984,171,5.37705,367.0,118.906,0
63,21,4,19,2,55,2,36,16,1,0,11,5,1,0,0,10,47,0,7,521,140,11.0851,683,367,14.5319,-162,129,-3.44681,333.1430000000001,79.6743,0
24,5,3,1,4,6,0,16,12,1,4,4,43,1,0,0,4,3,0,2,4,3,1.33333,5,4,1.66667,-1,0,-0.333333,32.7143,4.5,0
186,7,2,1,7,55,1,36,56,8,4,11,33,0,0,8,11,47,0,7,515,168,10.9574,429,168,9.12766,86,60,1.82979,367.0,100.545,0
16,7,1,6,1,36,1,16,5,0,0,9,7,0,0,0,7,3,0,1,5,3,1.66667,1,1,0.333333,4,3,1.33333,27.2857,14.2,0
0,2,1,2,0,0,0,1,0,11,0,1,18,1,0,10,1,4,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0
26,3,1,1,2,6,0,11,9,1,0,4,0,1,0,0,4,10,0,3,129,64,12.9,33,21,3.3,96,64,9.6,154.857,7.37542,0
262,6,1,2,4,28,0,101,66,0,0,8,7,0,7,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0
150,33,3,25,8,465,2,61,39,4,0,31,32,3,0,0,14,24,0,6,374,86,15.5833,138,71,5.75,236,85,9.83333,335.286,253.672,0
15,1,1,1,0,6,0,6,4,1,0,4,0,0,0,0,4,12,0,2,23,4,1.91667,28,6,2.33333,-5,3,-0.416667,139.571,78.4845,0
18,5,2,1,4,6,1,10,6,2,11,4,33,1,1,0,2,6,0,3,105,69,17.5,258,166,43.0,-153,4,-25.5,90.5714,13.0667,0
3,0,1,0,0,0,0,2,1,22,0,1,0,1,0,21,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0
124,3,1,2,1,55,0,43,25,1,0,11,9,1,3,0,8,21,0,2,222,55,10.5714,171,33,8.14286,51,28,2.42857,139.714,55.9492,0
3,1,1,0,1,0,0,2,1,0,0,1,6,0,0,0,1,2,0,2,1,1,0.5,2,2,1.0,-1,0,-0.5,69.0,32.8571,0
29,8,1,8,0,28,0,9,8,7,0,8,18,7,0,0,8,4,1,1,3,2,0.75,3,2,0.75,0,0,0.0,164.0,10.5714,0
11,1,1,0,1,1,0,4,4,1,0,2,18,1,0,0,2,2,0,1,1,1,0.5,2,2,1.0,-1,0,-0.5,47.5714,6.714289999999999,0
65,11,1,2,9,45,0,32,15,4,0,10,9,4,1,0,9,10,0,2,83,46,8.3,75,55,7.5,8,6,0.8,77.0,29.2806,0
48,4,2,4,0,136,0,17,16,8,0,17,20,8,0,0,17,5,0,2,29,24,5.8,5,3,1.0,24,21,4.8,32.7143,6.22167,0
22,5,2,1,4,6,0,13,4,1,0,4,28,0,1,0,1,5,0,3,23,10,4.6,11,10,2.2,12,10,2.4,85.4286,29.4472,0
280,28,1,11,17,120,0,156,75,0,0,16,6,0,3,0,13,33,1,5,796,225,24.1212,232,80,7.0303,564,225,17.0909,155.714,30.9934,1
95,6,2,3,4,105,0,51,25,5,95,15,68,3,0,0,6,25,0,5,228,82,9.12,61,8,2.44,167,74,6.68,229.71400000000003,10.4781,0
10,3,4,2,1,3,0,5,3,0,2,3,63,0,0,0,3,6,0,3,25,16,4.16667,149,138,24.8333,-124,13,-20.6667,151.143,111.337,0
130,18,2,1,17,55,0,65,33,2,0,11,29,1,3,0,6,9,0,3,485,174,53.8889,105,65,11.6667,380,174,42.2222,61.1429,4.16789,0
133,9,3,3,6,36,2,61,21,4,1,9,72,0,3,1,2,2,0,2,21,21,10.5,26,26,13.0,-5,0,-2.5,56.1429,22.0,1
27,5,1,5,0,28,3,12,7,6,78,8,8,0,0,0,4,5,0,1,40,19,8.0,1,1,0.2,39,18,7.8,9.14286,1.37143,0
59,6,1,1,5,45,0,26,25,8,0,10,6,1,0,0,9,3,0,3,13,12,4.33333,67,46,22.3333,-54,0,-18.0,106.143,67.5275,0
9,3,1,2,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,0
200,23,1,5,18,10,0,85,50,4,0,5,8,4,3,0,2,60,0,8,890,212,14.8333,769,281,12.8167,121,131,2.01667,249.143,32.1392,0
9,3,1,2,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,1
0,18,1,18,0,1,12,2,0,0,0,2,9,0,0,0,2,9,0,6,44,13,4.88889,68,51,7.555560000000002,-24,6,-2.66667,368.143,125.64,0
22,4,1,1,3,3,0,11,7,1,0,3,0,1,0,0,3,3,0,1,2,1,0.666667,2,1,0.666667,0,0,0.0,15.7143,7.57143,1
30,8,3,2,7,10,0,15,10,0,4,5,21,0,0,0,2,5,0,2,207,93,41.4,24,22,4.8,183,93,36.6,60.2857,3.3160800000000004,0
54,2,1,1,1,21,0,18,28,2,0,7,9,2,4,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
33,8,2,2,7,15,0,28,11,0,0,6,75,0,0,0,6,2,0,2,7,7,3.5,1,1,0.5,6,6,3.0,38.0,11.4286,0
49,8,2,0,8,0,0,24,9,0,3,1,23,0,0,0,0,2,0,2,2,1,1.0,2,1,1.0,0,0,0.0,81.0,9.0,0
6,0,1,0,0,0,0,1,2,0,0,1,9,0,0,0,1,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,31.0,7.94286,0
197,22,5,1,21,231,0,128,45,4,2,22,72,4,6,0,5,12,0,4,127,80,10.5833,108,94,9.0,19,19,1.58333,139.286,80.3217,0
21,3,4,2,1,15,0,9,7,1,8,6,90,1,0,0,6,11,0,7,59,33,5.36364,44,24,4.0,15,9,1.36364,335.286,127.363,0
71,14,2,6,8,21,4,57,18,10,2,7,39,0,0,0,1,3,0,2,163,118,54.3333,45,44,15.0,118,118,39.3333,90.5714,9.97546,0
376,79,1,69,12,780,2,147,87,11,0,40,6,10,7,0,22,33,0,6,547,144,16.5758,345,125,10.4545,202,144,6.12121,227.429,97.2126,0
98,11,2,0,11,10,0,37,27,8,1,5,17,4,1,0,3,15,3,2,35,7,2.33333,37,7,2.46667,-2,2,-0.13333299999999998,109.857,35.4898,0
66,3,3,2,1,6,0,15,14,9,1,4,16,9,2,0,2,4,0,2,4,1,1.0,4,1,1.0,0,0,0.0,250.143,4.53571,0
6,6,1,6,0,6,6,4,2,1,0,4,9,0,0,0,4,6,0,2,32,11,5.33333,14,5,2.33333,18,9,3.0,110.143,26.9509,0
0,5,1,5,0,10,1,5,0,0,0,5,9,0,0,0,5,4,0,2,6,4,1.5,3,1,0.75,3,3,0.75,39.5714,15.9524,0
87,23,1,3,20,15,1,41,7,5,0,6,10,0,1,1,4,9,0,2,60,29,6.66667,4,1,0.444444,56,28,6.22222,136.571,69.35,0
18,2,1,0,2,0,0,8,4,0,0,1,0,0,0,0,1,16,0,3,82,47,5.125,71,44,4.4375,11,40,0.6875,120.571,51.0174,0
228,5,1,1,4,28,0,65,48,9,0,8,51,9,1,0,7,37,1,2,373,47,10.0811,276,41,7.459460000000001,97,47,2.62162,148.571,12.7051,0
85,4,6,0,4,10,0,16,16,2,385,5,79,0,0,1,5,25,0,4,298,84,11.92,271,84,10.84,27,27,1.08,367.0,104.058,0
85,15,1,3,12,10,1,47,13,4,0,5,9,4,1,0,4,6,0,2,87,56,14.5,27,11,4.5,60,49,10.0,32.7143,10.6601,1
141,13,2,1,13,10,0,66,31,0,18,5,62,0,0,0,2,73,0,7,777,178,10.6438,674,178,9.23288,103,41,1.41096,367.0,73.5067,0
89,11,4,2,9,55,0,60,34,3,8,11,77,2,0,0,10,36,0,8,330,79,9.16667,241,67,6.694439999999998,89,35,2.47222,335.286,157.189,1
118,8,4,2,7,171,0,63,30,9,99,19,100,3,0,0,3,35,0,6,812,197,23.2,141,20,4.028569999999998,671,197,19.1714,226.0,4.71024,0
15,3,3,1,2,6,0,8,5,0,1,4,5,0,0,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,20.0,0.0,0
18,5,2,1,4,3,0,9,5,1,0,3,18,1,0,0,2,5,0,1,23,18,4.6,142,136,28.4,-119,1,-23.8,24.1429,1.2795,0
106,4,1,0,4,6,0,34,29,8,0,4,0,4,1,0,2,8,1,2,54,17,6.75,20,6,2.5,34,12,4.25,164.0,5.42593,0
